"id","code","nom","telephone","parent_id","ville_id","email","fax","code_postal","origine_emission_id","categorie","adresse","date_created"
"470","8721106","INTERNATIONAL RECEPTIF","21672386508","35","122","MBENALI@royalairmaroc.com","","","206899","AGENCE","403 AVENUE HABIB BOURGUIBA","current_timestamp"
"471","8721107","TRAVELTODO","21671103103","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","RUE DES LACS DE MAZURIE IMMEUB LE CAPITOLE, LES BERGES DU LAC","current_timestamp"
"472","8721109","TRANSWORLD TOURISM","21671321271","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","7 RUE DE HOLLANDE","current_timestamp"
"473","8721110","KHALDOUN VOYAGES","21671348244","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","20 RUE IBN KHALDOUN","current_timestamp"
"474","8721111","V.A.T.","21636003639","35","106","MBENALI@royalairmaroc.com","","","206899","AGENCE","RUE DE L AVENIR, LOT NO. 16 SAHLOUL","current_timestamp"
"475","8721112","OPEN TOURS","21671285666","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","45 AVENUE ALAIN SAVARY","current_timestamp"
"476","8721113","HORIZON VOYAGES","21673690460","35","123","MBENALI@royalairmaroc.com","","","206899","AGENCE","CITE ANDALOUS 79 RUE KORDOBA","current_timestamp"
"477","8721114","EVASION VOYAGES","21673692254","35","123","MBENALI@royalairmaroc.com","","","206899","AGENCE","COMPLEX MAHDIA CENTRE RUE LAMBROUZOU","current_timestamp"
"478","8721116","HELLO TOURS","21671903289","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","ESPACE TUNIS, BLOC B, 3EME ETA RUE 8002 MONTPLAISIR","current_timestamp"
"479","8721119","TRANS TRAVEL","21671871656","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","23 AVENUE MOHIEDDINE KLIBI EL MANAR II","current_timestamp"
"480","8721121","SOUSSANA TOURS","21673212500","35","106","MBENALI@royalairmaroc.com","","","206899","AGENCE","9 RUE IBN CHABBAT","current_timestamp"
"481","8721123","TAKE OFF TRAVEL","21671940563","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","BOULEVARD DU 14 JANVIER 2011. IMM. MAGHREBIA B, 1ER ETAGE","current_timestamp"
"482","8721125","SONDES TRAVEL SERVICE","21673473086","35","124","MBENALI@royalairmaroc.com","","","206899","AGENCE","RUE MOHAMED SOUSSI (COTE MAGAS GENERAL) CENTRE VILLE","current_timestamp"
"483","8721127","BATOUTA VOYAGES","21670834777","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","97, RUE DE PALESTINE","current_timestamp"
"484","8721129","MILLESIMA TRAVEL AND EVENTS","21623994496","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","16, RUE DU LAC MARIOTT, LES BERGES DU LAC 1","current_timestamp"
"485","8721131","WALID VOYAGES","21673201660","35","106","MBENALI@royalairmaroc.com","","","206899","AGENCE","AV. VICTOR HUGO IMM. BOUNEB 1E ETAGE TROCADERO","current_timestamp"
"486","8721132","WAJDI VOYAGES","21674210439","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","14 RUE HAMADI TAJ","current_timestamp"
"487","8721133","AVIA TOURS","21671882920","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","LOCAL NO 9, RESIDENCE SAMARA RUE DE MALGA ARIANA","current_timestamp"
"488","8721142","IFRIQIYA TRAVEL","21671346275","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","46 AVENUE DE PARIS","current_timestamp"
"489","8721148","KELIBIA VOYAGES","21672208638","35","110","MBENALI@royalairmaroc.com","","","206899","AGENCE","56 AV. DE TUNIS","current_timestamp"
"490","8721151","MY DREAM VOYAGES","21674297777","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","05 RUE GHARIBALDI IMMEUBLE ACHICHE-RDC","current_timestamp"
"491","8721156","PREMIUM TRAVEL SERVICES","21671816380","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","93, RUE HEDI NOUIRA ENNASER 2, 2037 ARIANA","current_timestamp"
"492","8721162","ALADIN VOYAGES","21671755308","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","65, RUE ABDERRAHMAN IBN OUF EL MENZAH VI, 2073 ARIANA","current_timestamp"
"493","8721168","O VOYAGES ET LOISIRS","21673292110","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","56 RUE 20 MARS","current_timestamp"
"494","8721173","DIMA VOYAGES","21650508055","35","106","MBENALI@royalairmaroc.com","","","206899","AGENCE","AVENUE MOHAMED ALI IMMEUBLE TOUMIA","current_timestamp"
"495","8721182","OMNIA VOYAGES","21674228346","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","RUE HABIB THAMEUR","current_timestamp"
"496","8721188","SPRING TRAVEL SERVICES","21671124124","35","104","MBENALI@royalairmaroc.com","","","206899","AGENCE","RUE TAHA HOSSIN, HOUMET SOUK","current_timestamp"
"497","8721194","NAIM TRAVEL SERVICES","21671247518","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","45 AV HABIB BOURGUIBA LE COLIS ESC A APP254 CP 1001","current_timestamp"
"498","8721198","SASSI VOYAGES","21698414735","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","9.10 RUE TAHER SFAR RDC. IMMB COLISEE","current_timestamp"
"499","8721201","MADINAH VOYAGES","21674417114","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","RUE DE LA BIENFAISANCE PIC VILLE, AVE DU 18 JANVIER","current_timestamp"
"500","8721205","AFRICANA VOYAGES","21674227400","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","54 RUE HABIB NAAZOUN","current_timestamp"
"501","8721208","IDEAL TRAVEL","21671860800","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","IMMEUBLE BOULEVARD 1ÈRE ÉTAGE B3 1053, LES BERGES DU LAC","current_timestamp"
"502","8721214","MAWASIM TOURS","21671960042","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","PALAIS DU GOLF- BUREAU M8-M9 L MALLERAU 1053 LES BERGES DU LAC","current_timestamp"
"503","8721216","SARL NEJMA VOYAGES","21673477682","35","116","MBENALI@royalairmaroc.com","","","206899","AGENCE","AVENUE DE L ENVIRONNEMENT 5090 BEKALTA","current_timestamp"
"504","8721227","TRAVEL AND TRAVEL","21673821020","35","106","MBENALI@royalairmaroc.com","","","206899","AGENCE","N°316 RUE DE FLORENCE SAHLOUL 3","current_timestamp"
"505","8721229","ARTOURS","21671962686","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","RUE LAC ANNECY 1, RESIDENCE S ORANGES BERGES DU LAC","current_timestamp"
"506","8721233","LA MARSA VOYAGES","21627277807","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","3 RUE JAMEL ABDENASSER, 3ÈME ÉTAGE, BUREAU N°1","current_timestamp"
"507","8721242","SOTUVAL","21624785689","35","106","MBENALI@royalairmaroc.com","","","206899","AGENCE","BOULEVARD DE L ENVIRONNEMENT, SIDI ABDELHAMID, ROUTE DE MONASTIR","current_timestamp"
"508","8721243","MILED VOYAGES","21673369264","35","106","MBENALI@royalairmaroc.com","","","206899","AGENCE","BOULEVARD YASSER ARAFAT, SAHLOUL","current_timestamp"
"509","8721246","STE EDEN TOURS","21695995730","35","102","MBENALI@royalairmaroc.com","","","206899","AGENCE","AVENUE DU KOWEIT IMMEUBLE SARR 8050","current_timestamp"
"510","8721256","VOYAGES ET LOISIRS EN TUNISIE (VLT)","21673346333","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","50 AVENUE HABIB BOURGHIBA","current_timestamp"
"511","8721257","CARTHAGE TRAVEL AND EVENTS","21672266390","35","102","MBENALI@royalairmaroc.com","","","206899","AGENCE","AVENUE KOWEIT IMMEUBLE TOUR BLEUE 8050","current_timestamp"
"512","8727546","INTER BUSINESS TRAVEL","21671902080","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","BECHA CENTRE 1073 BLOC C RDC, MONTPLAISIR TUNIS","current_timestamp"
"513","8727523","MIRFAK TRAVEL","21658690670","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","3 RUE DES MILITAIRES IMM LAADH BNO","current_timestamp"
"514","8728722","MAJUS VOYAGES ET SERVICES","21675694666","35","130","MBENALI@royalairmaroc.com","","","206899","AGENCE","11 RUE HEDI CHAKER","current_timestamp"
"515","8721327","TOP PRESTIGE TRAVEL","21671968035","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","RESIDENCE DIWANE LES JARDINS D LAC 2 1053","current_timestamp"
"516","8727524","BLT","21671904844","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","APPT 1.1 IMMEUBLE CENTER, ANGL AVENUE MOHAMED 5 ET AVENUE","current_timestamp"
"517","8727527","S-CAPADE TRAVEL AGENCY","21671289115","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","27 RUE IBN CHARAF, AL MIHRAJAN","current_timestamp"
"518","8727528","EL MANSOUR TRAVEL ","21673696614","35","123","MBENALI@royalairmaroc.com","","","206899","AGENCE","HOTEL ROYAL EL MANSOUR ROUTE D LA CORNICHE BOITE POSTALE 217","current_timestamp"
"519","8727531","DEBDAB TRAVEL","21653144000","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","AV DE LA LIBERTE IMMEUBLE RAMI","current_timestamp"
"520","8727536","KARAM LOISIRS ET TOURISME","21670033555","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","76 AVENUE HEDI CHAKER","current_timestamp"
"521","8727538","NOOREDOO VOYAGES","21671830026","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","01 RUE D EGYPTE LAFAYETTE","current_timestamp"
"522","8727543","SOUTH MED TRAVEL S.M.T","21670038046","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","B NO 23 , 43-45 AVENUE HABIB BOURGUIBA LE COLISEE","current_timestamp"
"523","8727545","FLASH VOYAGES","21651938238","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","RESIDENE ELYES, BLOC 44, APPT 420","current_timestamp"
"524","8720045","VOYAGES D OR","21673313122","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","V. TAIEB HACHICHA. RTE. DE SOUSSE","current_timestamp"
"525","8721005","LA GALITE VOYAGES","21672446655","35","109","MBENALI@royalairmaroc.com","","","206899","AGENCE","37 AVENUE HABIB BOURGUIBA, 7080 MENZEL JEMIL","current_timestamp"
"526","8721045","OASIS TOURS","21675472705","35","140","MBENALI@royalairmaroc.com","","","206899","AGENCE","14 RUE DE L OASIS","current_timestamp"
"527","8727555","SOCIETE BEST TOURS","21674200131","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","HABIB BORGUIBA IMMEUBLE DIWEN 3000 EZZIT","current_timestamp"
"528","8727560","ANIS VOYAGES","21674201525","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","15, RUE SALEM HARZALLAH 3000","current_timestamp"
"529","8727563","PHENICIA VOYAGES","21671860861","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","RESIDENCE. RAOUDHA , PASSAGES LAC VOLTA , LES BERGES DU LAC 1053","current_timestamp"
"530","8727567","KOBBI TRAVEL","21674203999","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","ANGLE ABOU EL KACEM CHEBBI TAHER SFAR 3000","current_timestamp"
"531","8727573","KAIROUAN VOYAGES","21677237032","35","107","MBENALI@royalairmaroc.com","","","206899","AGENCE","RUE MOEZ IBN BADIS.S2 3100","current_timestamp"
"532","8727575","MEDESTHETES TOUR","21671784107","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","65 RUE DE JUGURTHA MUTUELVILLE 1002","current_timestamp"
"533","8727578","DRAGON VOYAGES","21698620638","35","102","MBENALI@royalairmaroc.com","","","206899","AGENCE","148 AVENUE DE LA REPUBLIQUE 2050","current_timestamp"
"534","8727600","GET TO GATE TRAVEL","21698313204","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","Centre Misk Montplaisir - Bloc","current_timestamp"
"535","8727599","JAMILA VOYAGES","21674288180","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","49 RUE HAFFOUZ REZ DE CHAUSSEE","current_timestamp"
"536","8727646","PARADISE TRAVEL","21652282737","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","Route Tunis KLM 6, Complexe   ","current_timestamp"
"537","7121318","SEERA GROUP","9.67E+11","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","SEERA  CENTRE, TAKHASSUSI STREET","current_timestamp"
"538","7120624","SEERA GROUP","96614672400","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","KING SAUD UNIVERSITY RIYADH","current_timestamp"
"539","7120598","SEERA GROUP","96612352000","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","ANKAS STREET ROUDA2","current_timestamp"
"540","7121306","SEERA GROUP","96614633667","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","SHUMAISI BRANCH DAWAR UM SALEEM","current_timestamp"
"541","7121311","SEERA GROUP","9.67E+11","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","RASHED BEN DAYEL BLDG","current_timestamp"
"542","7120843","SEERA GROUP","9.67E+11","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","DAR AL-ARKAN KHORAIS STREET","current_timestamp"
"543","7120682","SEERA GROUP","9.67E+11","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","MINISTRY OF HIGHER EDUCATION AL-GHADEER AREA","current_timestamp"
"544","7121292","SEERA GROUP","9.67E+11","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","MINISTRY OF INTERIOR AL MATHER DISTRCT KING FAHD ROAD","current_timestamp"
"545","7120061","SEERA GROUP","9.67E+11","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","SEERA  CENTRE, TAKHASSUSI STREET","current_timestamp"
"546","7121310","SEERA GROUP","9.67E+11","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","40TH ST OMALHAMAM","current_timestamp"
"547","7121038","SEERA GROUP","96644413333","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","PRINCE ABDUL MAJEED STREET","current_timestamp"
"548","7121608","SEERA GROUP","9.67E+11","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","BANAJA COMPANY KING ABDULAH ROAD","current_timestamp"
"549","7121463","SEERA GROUP","9.67E+11","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","AL NEMAIS DISTRICT BRANCH","current_timestamp"
"550","7121033","SEERA GROUP","9.67E+11","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","MASJID HAWAISHI ROAD","current_timestamp"
"551","7121046","SEERA GROUP","9.67E+11","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","MOHAMED BIN ABDULWAHAB STREET","current_timestamp"
"552","7120340","FURSAN TRAVEL","9.66E+11","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","FURSAN BLDG - KING FAHAD HIGHWAY","current_timestamp"
"553","7121535","FURSAN TRAVEL","9.66E+11","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","FURSAN BLDG - KING FAHAD HIGHWAY","current_timestamp"
"554","7120980","FURSAN TRAVEL","9666523222","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","AL SHARAFIA, KING KHALID ST","current_timestamp"
"555","7120281","FURSAN TRAVEL","9668262224","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","DHAHRAN STREET","current_timestamp"
"556","7120761","FURSAN TRAVEL","9662520770","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","NATIONAL GUARD HOSPITAL","current_timestamp"
"557","7120760","FURSAN TRAVEL","9664647272","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","KING FAISAL HOSPITAL,THAKASUSI STREET","current_timestamp"
"558","7120150","FURSAN TRAVEL","9664880801","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","TAKHASUSSI STREET","current_timestamp"
"559","7121555","FURSAN TRAVEL","9664594355","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","SULTAN STREET","current_timestamp"
"560","7120228","FURSAN TRAVEL","9664031919","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","DABAB STREET","current_timestamp"
"561","7120072","FURSAN TRAVEL","9668942424","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","KING ABDUL AZIZ STREET, CROSS 19","current_timestamp"
"562","7120762","FURSAN TRAVEL","9666240000","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","KING ABDUL AZIZ MEDICAL CITY MAKKAH ROAD","current_timestamp"
"563","7120395","ALSARH INTL TRAVEL","9664941111","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","KING ABDULLAH ROAD-CROSSING TAKHASSUSI","current_timestamp"
"564","7121210","SAUDI EBREEZ CO","9.67E+11","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","LEADERS TOWER 02, GROUND FLOOR MALIK FAHD ROAD","current_timestamp"
"565","7120446","BIN GHAITH TRAVEL","9664614477","22","148","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","ALOLAYA, KING FAHAD ROAD",current_timestamp
"566","7121349","AL MASHWALI TRAVEL","9666659651","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","FALASTEEN STREET","current_timestamp"
"567","7120665","GLOBAL TRAVEL SOLUTION","9668745000","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","NORTH PARK STREET DHAHRAN","current_timestamp"
"568","7120968","ARJAA TRAVEL","9.67E+11","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","KING FAISAL ROAD","current_timestamp"
"569","7120695","FARIS TRAVEL","9666644477","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","ALNAKHEEL CENTRE MADINAH ROAD","current_timestamp"
"570","7120420","ALAHRAM TRAVEL","9666681213","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","HAMRA DISTRTCT ALHAMRA HOSPITAL","current_timestamp"
"571","7121144","RIYADH TRAVEL","9662927777","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","MALAZ-STEEN ST","current_timestamp"
"572","7120120","MUAYED TRAVEL","9664790003","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","MALAZ-STEEN ST","current_timestamp"
"573","7122076","TRAVELER CLUB TRAVEL","9662015665","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","EXIT 5 KING ABDULAZIZ ROAD","current_timestamp"
"574","7120471","AL MOUSIM TRAVEL","9664071999","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","OLAYA ROAD KING FAHAD","current_timestamp"
"575","7120047","INTERCONTINENTAL TRAVEL","9666677987","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","LUFTHANSA CITY CENTER MADINAH ROAD","current_timestamp"
"576","7121134","GULF VOYGER","9662930999","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","ABDULLAH BIN SULAIMAN ALHMADAN ST","current_timestamp"
"577","7120827","ARABIAN COMPANY TRAVELER","9664740011","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","AL ARBAEEN STREET MALAZ","current_timestamp"
"578","7122467","RAWAFI ALAHLAM TRAVEL","9.67E+11","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","ALROSAIFAH - MAIN STREET","current_timestamp"
"579","7122150","ABRAJ AL SHMOUK TRAVEL","9.67E+11","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","WESTERN RING ROAD ALSUWAIDI","current_timestamp"
"580","7122126","FLY WEEK TRAVEL","9.67E+11","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","EXIT 9 IMAM SUAD ST","current_timestamp"
"581","7121129","ALSHAHIN TRAVEL","9.66E+11","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","KING FAHAD ROAD","current_timestamp"
"582","7120486","ALRAJHI AVIATION","9666677847","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","MADINAH ROAD CITY CENTER","current_timestamp"
"583","7122172","AKBAR ALAM TRAVEL","9662912991","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","OMAR BN ABDULAZIZ ROAD MALAZ","current_timestamp"
"584","5420050","MOUHSINE VOYAGES","2.13E+11","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","ROUTE SEBTA, STATION AFRIQUIA AKIL MALALIYENE","current_timestamp"
"585","5420041","ERAMTOUR","2.13E+11","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","RUE RHAMNA BUREAU 5/6 IMM 30 CITE ADMINISTRATIVE  AVIATION SOUISSI","current_timestamp"
"586","5427222","JULIA TRAVEL","2.13E+11","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","LOT OULAD MTAA, N63, IMM GHITA 2, APT N8 2EME ETAGE, GUICH LOUDAYA","current_timestamp"
"587","7120708","ABDULLAH ALRAJHI TRAVEL","9666173777","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","PALESTINE STREET","current_timestamp"
"588","7122002","COOL TRAVEL","9665485477","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","UM AMMARA STREET, SULAMANIA AREA","current_timestamp"
"589","7120330","AMIKAN WINGS ","96614033183","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","AbuBakr As-Siddeq Street ","current_timestamp"
"590","7120712","AL DAWLEYAH HOLIDAYS","9664609393","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","KING ABDUL AZIZ ROAD","current_timestamp"
"591","7120780","ANAN TOURS ","9.67E+11","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","KING ABDULLALAH BIN ABDUL AZIZ  STREET","current_timestamp"
"592","7120841","EIRAD INTL TRAVEL","9666570696","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","ALHAYA CENTRE,MEDINA RD","current_timestamp"
"593","7121078","ITL TOURS ","9.66E+11","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","PRINCE NASER BIN ABDUL AZIZ STREET","current_timestamp"
"594","7122108","EJAZ ALAMAL TRAVEL","9.67E+11","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","KING FAISAL AREA","current_timestamp"
"595","7123279","ZAHID TRAVEL GROUP","9.67E+11","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","BUSINESS PARK AL HAMRA DIST.VILLA-C13","current_timestamp"
"596","7120460","LAMAR TRAVEL","9664193222","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","ALURUBAH ROAD ALWURUD DIST","current_timestamp"
"597","7121626","DADABHAI TRAVEL","9667121626","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","KING KHALID STREET","current_timestamp"
"598","7121131","AKBAR GULF TRAVEL ","9666444429","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","KING FAHAD ROAD,NEW AL ATTAS HOTEL","current_timestamp"
"599","7120428","HESEN AL MUSAFER TRAVEL","9668109070","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","ABDUL AZIZ STREET EXIT 5","current_timestamp"
"600","7120381","CLASSIC TRAVEL ","9.66E+11","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","PRINCE FAILSAL ST. ALGHAZAWI BUILDING","current_timestamp"
"601","7120531","KANOO TRAVELS","9.67E+11","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","KANOO BUILDING","current_timestamp"
"602","7120383","MIRAGE TRAVEL AND TOURS","9666634488","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","PRINCE SULTAN ST","current_timestamp"
"603","7120135","Shams agency fo","96648251631","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","AL SIH STREET","current_timestamp"
"604","7125430","AL SAADOUN TRAV","9665879540","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","ALMUBARRAZ ALSAADOUN BUILDING","current_timestamp"
"605","7121130","JOSOUR ALSAFAR","9663253922","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","KING ABDULAZIZ ST,ALKHUBAIB DIST","current_timestamp"
"606","7121107","AHMED AL-FAHHAD","9664940901","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","IMMAM SAUD BIN ABDUL AZIZ STREET","current_timestamp"
"607","7121148","CITY LINK TRAVE","","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","","current_timestamp"
"608","7123678","AL HABIB TRADIN","","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","MADINA RAOD GULF PLAZA","current_timestamp"
"609","7123658","TARTEEB TRAVEL","","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","EXIT 7, NORTHERN RING ROAD","current_timestamp"
"610","7121391","ROIBEK TRAVEL &","","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","KING FAHD ROAD","current_timestamp"
"611","7121440","ALI KHALED KADA","","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","ALROSHAN DIST -SALEH KHEBTI BLDG","current_timestamp"
"612","7120006","FOUAD TRAVEL CO","","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","KING SAUD STREET","current_timestamp"
"613","7121110","THE GOLDEN TRAV","","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","GULF PLAZA CENTER, MEDINA ROAD","current_timestamp"
"614","7122208","AlAroub AlDahab","","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","AL AYOON STREET","current_timestamp"
"615","7121653","Nees Travel ","","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","KING ABDUL AZIZ STREET","current_timestamp"
"616","7122047","TRAVEL ONE TOUR","","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","AL ANDALUS MALL MAIN OLAYA STREET","current_timestamp"
"617","7120709","ALSHINDI TRAVEL AGENCY","","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","ALSEAH STREET MEDINA","current_timestamp"
"618","7122443","XI GULF TRAVEL","","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","IMAM BUKHARI STREET","current_timestamp"
"619","7121886","AL-ZOHAIR FOR T","","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","AL KHALIDIA 30TH STREET","current_timestamp"
"620","7120052","ALERSAL ALMUTMI","","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","MUTALA ROAD","current_timestamp"
"621","7121651","NATIONAL ALIA T","","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","AL KHOBAR KING ABDULAZIZ STREET","current_timestamp"
"622","7123693","FURSAN ASIA TRA","","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","CITY CENTER","current_timestamp"
"623","7123758","AREEJ ALALO TRA","","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","HUDA STREET TAIF","current_timestamp"
"624","7120034","TTS - TRAVEL &","","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","RAWDAH SAARI STREET","current_timestamp"
"625","7121442","Aljazirah Trave","","22","207","AROUHI@RoyalAirMaroc.com","","","206901","AGENCE","MEDINA ROAD","current_timestamp"
